timestamp,accX,accY,accZ,motion
15790,-0.011971,-0.958878,9.522937,idle
15800,0.001197,-0.944513,9.527725,idle
15810,-0.007183,-0.962469,9.548077,idle
15820,-0.037110,-0.993594,9.609129,idle
15830,-0.076614,-0.951695,9.706094,idle
15840,-0.106542,-0.770933,9.736021,idle
15850,-0.112527,-0.605733,9.746795,idle
15860,-0.105345,-0.617704,9.744401,idle
15870,-0.089783,-0.719458,9.694122,idle
15880,-0.058658,-0.853533,9.720459,idle
15890,-0.029928,-0.956484,9.745598,idle
15900,-0.025139,-1.031901,9.698911,idle
15910,-0.045490,-1.136049,9.704897,idle
15920,-0.087388,-1.146823,9.771935,idle
15930,-0.129287,-0.991199,9.821015,idle
15940,-0.159214,-0.757765,9.832987,idle
15950,-0.160412,-0.606930,9.782708,idle
15960,-0.132878,-0.553061,9.712079,idle
15970,-0.095768,-0.624887,9.672575,idle
15980,-0.062249,-0.793678,9.630676,idle
15990,-0.040701,-0.889446,9.572019,idle
16000,-0.031125,-0.930147,9.561244,idle
16010,-0.028730,-0.919373,9.606734,idle
16020,-0.033519,-0.881066,9.649830,idle
16030,-0.034716,-0.912191,9.673772,idle
16040,-0.029928,-0.939724,9.659407,idle
16050,-0.027533,-0.877475,9.607931,idle
16060,-0.039504,-0.787692,9.566033,idle
16070,-0.056264,-0.763750,9.585187,idle
16080,-0.068235,-0.761356,9.660604,idle
16090,-0.083797,-0.763750,9.710882,idle
16100,-0.095768,-0.815226,9.722853,idle
16110,-0.095768,-0.870292,9.786300,idle
16120,-0.082600,-0.974440,9.877279,idle
16130,-0.064643,-1.126472,9.901221,idle
16140,-0.063446,-1.255759,9.888053,idle
16150,-0.077812,-1.313220,9.917980,idle
16160,-0.098162,-1.228225,9.994595,idle
16170,-0.126893,-1.080982,9.935937,idle
16180,-0.146046,-0.857124,9.812635,idle
16190,-0.140061,-0.730232,9.803059,idle
16200,-0.129287,-0.705092,9.771935,idle
16210,-0.117316,-0.679953,9.719262,idle
16220,-0.099359,-0.690727,9.679757,idle
16230,-0.088585,-0.699107,9.636662,idle
16240,-0.080206,-0.663194,9.629479,idle
16250,-0.068235,-0.675165,9.629479,idle
16260,-0.053870,-0.778116,9.647436,idle
16270,-0.038307,-0.831985,9.629479,idle
16280,-0.023942,-0.871489,9.562442,idle
16290,-0.004788,-0.877475,9.581595,idle
16300,0.014365,-0.881066,9.601946,idle
16310,0.031125,-0.811634,9.532514,idle
16320,0.044293,-0.719458,9.425972,idle
16330,0.059855,-0.676362,9.374496,idle
16340,0.075417,-0.699107,9.411607,idle
16350,0.069432,-0.858321,9.430760,idle
16360,0.045490,-1.039083,9.417592,idle
16370,0.028730,-1.101333,9.436746,idle
16380,0.021548,-1.071405,9.538500,idle
16390,0.015562,-1.022324,9.612720,idle
16400,0.014365,-0.991199,9.610326,idle
16410,0.019154,-0.987608,9.595961,idle
16420,0.028730,-0.956484,9.530120,idle
16430,0.040701,-0.902614,9.448717,idle
16440,0.038307,-0.950498,9.425972,idle
16450,0.027533,-1.053449,9.434352,idle
16460,0.037110,-1.084573,9.458294,idle
16470,0.057461,-1.114501,9.507375,idle
16480,0.067038,-1.076194,9.558850,idle
16490,0.065841,-0.926556,9.599552,idle
16500,0.055067,-0.824802,9.592369,idle
16510,0.041899,-0.820014,9.550470,idle
16520,0.028730,-0.852336,9.604341,idle
16530,0.004788,-0.861913,9.692925,idle
16540,-0.011971,-0.866701,9.714474,idle
16550,-0.015562,-0.841562,9.688137,idle
16560,-0.017957,-0.804452,9.685743,idle
16570,-0.010774,-0.785298,9.758766,idle
16580,-0.008380,-0.808043,9.813833,idle
16590,-0.013168,-0.902614,9.773131,idle
16600,-0.004788,-0.972046,9.712079,idle
16610,0.016759,-0.958878,9.645041,idle
16620,0.039504,-0.925359,9.578004,idle
16630,0.059855,-0.919373,9.550470,idle
16640,0.070629,-0.984017,9.544485,idle
16650,0.058658,-0.980426,9.542090,idle
16660,0.039504,-0.871489,9.556456,idle
16670,0.029928,-0.828394,9.629479,idle
16680,0.027533,-0.907402,9.680955,idle
16690,0.029928,-1.022324,9.653421,idle
16700,0.022745,-1.045069,9.616311,idle
16710,0.013168,-0.926556,9.597157,idle
16720,0.011971,-0.755371,9.611523,idle
16730,0.017957,-0.689530,9.625888,idle
16740,0.017957,-0.762553,9.605537,idle
16750,0.005986,-0.780510,9.633071,idle
16760,-0.001197,-0.646434,9.742006,idle
16770,0.001197,-0.641646,9.776723,idle
16780,0.000000,-0.806846,9.671378,idle
16790,0.013168,-0.927753,9.605537,idle
16800,0.033519,-0.907402,9.665392,idle
16810,0.027533,-0.812831,9.655815,idle
16820,0.005986,-0.772130,9.610326,idle
16830,-0.011971,-0.815226,9.654618,idle
16840,-0.032322,-0.884658,9.704897,idle
16850,-0.059855,-0.936133,9.744401,idle
16860,-0.080206,-0.916979,9.763555,idle
16870,-0.088585,-0.842759,9.743204,idle
16880,-0.090980,-0.821211,9.666590,idle
16890,-0.076614,-0.833182,9.609129,idle
16900,-0.041899,-0.854730,9.639056,idle
16910,-0.007183,-0.893037,9.674969,idle
16920,0.002394,-0.956484,9.677363,idle
16930,-0.010774,-1.019930,9.649830,idle
16940,-0.035913,-1.042675,9.640253,idle
16950,-0.065841,-0.994791,9.659407,idle
16960,-0.095768,-0.931344,9.701305,idle
16970,-0.123301,-0.843956,9.789890,idle
16980,-0.138864,-0.678756,9.855731,idle
16990,-0.135272,-0.569820,9.878476,idle
17000,-0.122104,-0.616507,9.873688,idle
17010,-0.107739,-0.790087,9.843760,idle
17020,-0.098162,-1.001973,9.865308,idle
17030,-0.082600,-1.122881,9.907207,idle
17040,-0.058658,-1.137246,9.872491,idle
17050,-0.043096,-1.085770,9.843760,idle
17060,-0.035913,-1.035492,9.866506,idle
17070,-0.040701,-0.993594,9.866506,idle
17080,-0.056264,-0.970849,9.830592,idle
17090,-0.080206,-0.948104,9.855731,idle
17100,-0.107739,-0.901417,9.994595,idle
17110,-0.125696,-0.833182,10.062830,idle
17120,-0.119710,-0.745794,10.022128,idle
17130,-0.095768,-0.713472,9.957485,idle
17140,-0.067038,-0.690727,9.862914,idle
17150,-0.035913,-0.677559,9.733627,idle
17160,-0.008380,-0.746991,9.611523,idle
17170,0.002394,-0.842759,9.567230,idle
17180,-0.009577,-0.866701,9.576807,idle
17190,-0.029928,-0.860716,9.617508,idle
17200,-0.079009,-0.810437,9.691729,idle
17210,-0.051475,-0.677559,9.713276,idle
17220,-0.005986,-0.741005,9.714474,idle
17230,0.022745,-0.966060,9.670180,idle
17240,0.045490,-1.077391,9.595961,idle
17250,0.063446,-1.022324,9.556456,idle
17260,0.067038,-0.900220,9.501390,idle
17270,0.052672,-0.879869,9.406818,idle
17280,0.029928,-1.000776,9.323022,idle
17290,0.011971,-1.115698,9.290700,idle
17300,0.005986,-1.057040,9.351752,idle
17310,0.005986,-0.888249,9.392453,idle
17320,0.008380,-0.782904,9.421184,idle
17330,0.013168,-0.794875,9.461885,idle
17340,0.020351,-0.830788,9.494206,idle
17350,0.028730,-0.839168,9.510966,idle
17360,0.035913,-0.925359,9.493010,idle
17370,0.035913,-1.007959,9.507375,idle
17380,0.028730,-0.955287,9.536105,idle
17390,0.027533,-0.799663,9.563639,idle
17400,0.029928,-0.679953,9.578004,idle
17410,0.023942,-0.732626,9.578004,idle
17420,0.013168,-0.875081,9.589975,idle
17430,0.015562,-0.958878,9.625888,idle
17440,0.031125,-0.966060,9.658210,idle
17450,0.035913,-0.956484,9.660604,idle
17460,0.031125,-0.942118,9.676167,idle
17470,0.026336,-0.945710,9.670180,idle
17480,0.016759,-0.950498,9.623494,idle
17490,0.013168,-0.875081,9.586384,idle
17500,0.017957,-0.745794,9.600749,idle
17510,0.022745,-0.723049,9.592369,idle
17520,0.025139,-0.793678,9.509769,idle
17530,0.023942,-0.895431,9.445126,idle
17540,0.026336,-0.967257,9.458294,idle
17550,0.040701,-0.980426,9.502586,idle
17560,0.057461,-1.039083,9.546879,idle
17570,0.056264,-1.098939,9.552865,idle
17580,0.043096,-1.070208,9.504981,idle
17590,0.043096,-0.962469,9.551667,idle
17600,0.044293,-0.817620,9.631873,idle
17610,0.029928,-0.672771,9.609129,idle
17620,0.010774,-0.566229,9.601946,idle
17630,-0.010774,-0.593762,9.652225,idle
17640,-0.037110,-0.741005,9.661801,idle
17650,-0.052672,-0.870292,9.649830,idle
17660,-0.082600,-0.961272,9.635465,idle
17670,-0.040701,-0.998382,9.779117,idle
17680,0.029928,-0.887052,9.932345,idle
17690,0.015562,-0.803255,9.848549,idle
17700,-0.021548,-0.860716,9.725247,idle
17710,-0.041899,-0.711078,9.639056,idle
17720,-0.038307,-0.509965,9.637859,idle
17730,-0.035913,-0.574608,9.708488,idle
17740,-0.049081,-0.746991,9.733627,idle
17750,-0.070629,-0.909797,9.743204,idle
17760,-0.067038,-1.030704,9.795877,idle
17770,-0.059855,-1.000776,9.827001,idle
17780,-0.079009,-0.902614,9.736021,idle
17790,-0.092177,-0.871489,9.667787,idle
17800,-0.087388,-0.793678,9.708488,idle
17810,-0.086191,-0.689530,9.731233,idle
17820,-0.098162,-0.661997,9.712079,idle
17830,-0.116119,-0.639252,9.649830,idle
17840,-0.132878,-0.575805,9.640253,idle
17850,-0.141258,-0.566229,9.642648,idle
17860,-0.148441,-0.640449,9.610326,idle
17870,-0.153229,-0.780510,9.634268,idle
17880,-0.143652,-0.920571,9.668983,idle
17890,-0.119710,-0.940921,9.631873,idle
17900,-0.092177,-0.899023,9.588778,idle
17910,-0.076614,-0.897826,9.605537,idle
17920,-0.083797,-0.899023,9.615114,idle
17930,-0.108936,-0.817620,9.618706,idle
17940,-0.136469,-0.682347,9.662998,idle
17950,-0.150835,-0.592565,9.746795,idle
17960,-0.162806,-0.472855,9.737218,idle
17970,-0.161609,-0.525527,9.688137,idle
17980,-0.154426,-0.641646,9.688137,idle
17990,-0.138864,-0.712275,9.733627,idle
18000,-0.117316,-0.818817,9.774328,idle
18010,-0.105345,-0.845153,9.765948,idle
18020,-0.108936,-0.800860,9.732430,idle
18030,-0.116119,-0.816423,9.713276,idle
18040,-0.125696,-0.901417,9.707291,idle
18050,-0.141258,-0.879869,9.706094,idle
18060,-0.143652,-0.796072,9.710882,idle
18070,-0.141258,-0.723049,9.683349,idle
18080,-0.155623,-0.585382,9.649830,idle
18090,-0.177171,-0.434548,9.676167,idle
18100,-0.190339,-0.338780,9.749189,idle
18110,-0.193930,-0.363919,9.840169,idle
18120,-0.199916,-0.569820,9.835381,idle
18130,-0.217872,-0.778116,9.770737,idle
18140,-0.215478,-0.864307,9.678560,idle
18150,-0.178368,-0.900220,9.606734,idle
18160,-0.150835,-0.906205,9.583989,idle
18170,-0.140061,-0.883460,9.502586,idle
18180,-0.131681,-0.780510,9.367314,idle
18190,-0.125696,-0.603339,9.181764,idle
18200,-0.138864,-0.420182,9.089587,idle
18210,-0.164003,-0.410606,9.160215,idle
18220,-0.143652,-0.654814,9.264363,idle
18230,-0.096965,-0.831985,9.441534,idle
18240,-0.090980,-0.770933,9.581595,idle
18250,-0.128090,-0.690727,9.613917,idle
18260,-0.173580,-0.622492,9.686940,idle
18270,-0.208296,-0.556652,9.771935,idle
18280,-0.226252,-0.567426,9.815030,idle
18290,-0.226252,-0.682347,9.801862,idle
18300,-0.222661,-0.788889,9.801862,idle
18310,-0.221464,-0.800860,9.823410,idle
18320,-0.209493,-0.806846,9.816227,idle
18330,-0.196325,-0.803255,9.775525,idle
18340,-0.193930,-0.767342,9.757569,idle
18350,-0.199916,-0.677559,9.792285,idle
18360,-0.209493,-0.566229,9.837775,idle
18370,-0.225055,-0.519542,9.837775,idle
18380,-0.246603,-0.501585,9.828198,idle
18390,-0.259771,-0.463278,9.837775,idle
18400,-0.254982,-0.452504,9.821015,idle
18410,-0.229843,-0.463278,9.779117,idle
18420,-0.192733,-0.520739,9.732430,idle
18430,-0.174777,-0.604536,9.678560,idle
18440,-0.192733,-0.614113,9.679757,idle
